Product ID,Product name,File URL,Archive URL,Company name,Product type,"Product carbon footprint (PCF, kg CO2e)",Manufacturing CO2e percentage,Chassis & assembly CO2e percentage,HDD CO2e percentage,SSD CO2e percentage,Power supply unit CO2e percentage,Battery CO2e percentage,Mainboard and other boards CO2e percentage,Display CO2e percentage,Packaging CO2e percentage,ODD CO2e percentage,External components CO2e percentage,Others* CO2e percentage,Manufacturing CO2e,Chassis & assembly CO2e,HDD CO2e,SSD CO2e,Power supply unit CO2e,Battery CO2e,Mainboard and other boards CO2e,Display CO2e,Packaging CO2e,ODD CO2e,External components CO2e,Others* CO2e,Validation notes
85,HP ZBook Fury 16 G10,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08628838,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08628838,HP,notebook,420,74,9,-,9,4,3,61,11,0.2,-,-,0.02,310.8,27.972,-,27.972,12.432,9.324,189.588,34.188,0.6216,-,-,6.216,Automatic verified (within 99%-101% tolerance).
86,HP Chromebook x360 12b,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08360693,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08360693,HP,notebook,175,82,3.7,-,39.4,2.3,2.8,32.6,17.2,0.4,-,-,0.016,143.5,5.3095,-,56.539,3.3005,4.018,46.781,24.682,0.574,-,-,2.296,Automatic verified (within 99%-101% tolerance).
87,HP M27fq QHD Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08754177,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08754177,HP,monitor,290,48,3,-,-,1,-,39,54,1,-,-,0.02,139.2,4.176,-,-,1.392,-,54.288,75.168,1.392,-,-,2.784,Automatic verified (within 99%-101% tolerance).
88,HP P24v G5,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08483215,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08483215,HP,monitor,189,45,4.8,-,-,8.6,-,6.4,73.2,3.5,-,-,0.035,85.05,4.0824,-,-,7.3143,-,5.4432,62.2566,2.97675,-,-,2.97675,Automatic verified (within 99%-101% tolerance).
89,HP Mini-in-One 24 Display,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524841,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524841,HP,monitor,265,49,16.9,-,-,5.3,-,19.3,48.7,5.5,-,-,0.042,129.85,21.94465,-,-,6.88205,-,25.06105,63.23695,7.14175,-,-,5.4537,Automatic verified (within 99%-101% tolerance).
90,HP M24fd FHD USB-C Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07856929,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07856929,HP,monitor,249,47,4.1,-,-,9.6,-,32,50.1,1.5,-,-,0.027,117.03,4.79823,-,-,11.23488,-,37.4496,58.63203,1.75545,-,-,3.15981,Automatic verified (within 99%-101% tolerance).
91,HP Pro Tower 280 G9 Desktop PC ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08278495,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08278495,HP,desktop,746,54,4.1,3.9,28.4,3.9,-,56.1,-,0.6,-,0.009,0.02,402.84,16.51644,15.71076,114.40656,15.71076,-,225.99324,-,2.41704,-,3.62556,8.0568,Automatic verified (within 99%-101% tolerance).
92,HP t240 Thin Client,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525201,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525201,HP,notebook,78,47,7,-,-,5.9,-,64.7,-,1.1,-,0.113,0.099,36.66,2.5662,-,-,2.16294,-,23.71902,-,0.40326,-,4.14258,3.62934,Automatic verified (within 99%-101% tolerance).
93,ProBook 630 G8,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525128,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525128,HP,notebook,150,74,6,-,26,3,4,35,24,1,-,-,0.03,111,6.66,-,28.86,3.33,4.44,38.85,26.64,1.11,-,-,3.33,Manually verified (out of 99%-101% tolerance)
94,HP Chromebox G3 ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524586,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524586,HP,desktop,130,56,3,-,20,5,-,64,-,1,-,-,0.06,72.8,2.184,-,14.56,3.64,-,46.592,-,0.728,-,-,4.368,Automatic verified (within 99%-101% tolerance).
95,HP Elite Dragonfly Chromebook ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08335204,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08335204,HP,notebook,183,73,8.3,-,21.4,2.9,3.7,40.6,20.6,0.4,-,-,0.021,133.59,11.08797,-,28.58826,3.87411,4.94283,54.23754,27.51954,0.53436,-,-,2.80539,Automatic verified (within 99%-101% tolerance).
96,HP Chromebox G4 ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08705853,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08705853,HP,desktop,150,66,2,-,30,5,-,58,-,0.4,-,-,0.04,99,1.98,-,29.7,4.95,-,57.42,-,0.396,-,-,3.96,Automatic verified (within 99%-101% tolerance).
97,HP 255 G9 Notebook PC,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08173120,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08173120,HP,notebook,230,75,3.9,5.2,16.6,3.6,2.6,46,18.6,0.4,-,-,0.03,172.5,6.7275,8.97,28.635,6.21,4.485,79.35,32.085,0.69,-,-,5.175,Automatic verified (within 99%-101% tolerance).
98,HP E23 G4 FHD Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524893,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524893,HP,monitor,255,56,16,-,-,1,-,38,41,1,-,-,0.03,142.8,22.848,-,-,1.428,-,54.264,58.548,1.428,-,-,4.284,Automatic verified (within 99%-101% tolerance).
99,HP 290 G4 Microtower PC (ENERGY STAR),https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524696,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524696,HP,desktop,550,31,9,12,17,9,-,46,-,1,-,0.02,0.04,170.5,15.345,20.46,28.985,15.345,-,78.43,-,1.705,-,3.41,6.82,Automatic verified (within 99%-101% tolerance).
100,HP V27e FHD Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08739583,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08739583,HP,monitor,265,52,18,-,-,-,-,29,48,2,-,-,0.02,137.8,24.804,-,-,-,-,39.962,66.144,2.756,-,-,2.756,Automatic verified (within 99%-101% tolerance).
101,HP Chromebook 15a-nb ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08677221,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08677221,HP,notebook,185,75,4,-,6,2,4,57,23,0.3,-,-,0.03,138.75,5.55,-,8.325,2.775,5.55,79.0875,31.9125,0.41625,-,-,4.1625,Automatic verified (within 99%-101% tolerance).
102,HP OMEN 32c QHD 165Hz Curved Gaming Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08540372,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08540372,HP,monitor,444,41,12.8,-,-,0.5,-,21,60,2.2,-,-,0.034,182.04,23.30112,-,-,0.9102,-,38.2284,109.224,4.00488,-,-,6.18936,Automatic verified (within 99%-101% tolerance).
103,HP Spectre x360 2-in-1 Laptop 14t-ef ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08468414,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08468414,HP,notebook,482,88,1.9,-,52.1,0.9,1.6,35.6,6.5,0.5,-,-,0.007,424.16,8.05904,-,220.98736,3.81744,6.78656,151.00096,27.5704,2.1208,-,-,2.96912,Automatic verified (within 99%-101% tolerance).
104,HP ENVY Desktop PC TE01 ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08390344,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08390344,HP,desktop,737,20,12.5,17.6,-,9.4,-,51.1,-,1.7,-,0.026,0.037,147.4,18.425,25.9424,-,13.8556,-,75.3214,-,2.5058,-,3.8324,5.4538,Manually verified (out of 99%-101% tolerance)
105,HP OMEN 27 FHD 165Hz Gaming Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08543872,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08543872,HP,monitor,309,45,14,-,-,0.6,-,18.8,60.5,2.4,-,-,0.036,139.05,19.467,-,-,0.8343,-,26.1414,84.12525,3.3372,-,-,5.0058,Automatic verified (within 99%-101% tolerance).
106,HP E27u G5 QHD USB-C Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08503645,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08503645,HP,monitor,349,49,11.8,-,-,0.4,-,37.2,46.5,1.3,-,-,0.029,171.01,20.17918,-,-,0.68404,-,63.61572,79.51965,2.22313,-,-,4.95929,Automatic verified (within 99%-101% tolerance).
107,HP ZHAN 66 Pro A 23.8 inch G10 All-in-One Desktop PC ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08703615,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08703615,HP,desktop,333,62,9.9,-,27.6,2.6,-,24.1,29,1.9,-,0.016,0.032,206.46,20.43954,-,56.98296,5.36796,-,49.75686,59.8734,3.92274,-,3.30336,6.60672,Automatic verified (within 99%-101% tolerance).
108,HP Fortis x360 11 inch G4 Chromebook,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08012571,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08012571,HP,notebook,182,80,3.1,-,39.2,2.7,3.7,33.5,15.9,0.3,-,-,0.016,145.6,4.5136,-,57.0752,3.9312,5.3872,48.776,23.1504,0.4368,-,-,2.3296,Automatic verified (within 99%-101% tolerance).
109,HP EliteBook 840 G8 Notebook PC ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525061,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525061,HP,notebook,210,74,5,-,37,3,3,31,19,0.4,-,-,0.02,155.4,7.77,-,57.498,4.662,4.662,48.174,29.526,0.6216,-,-,3.108,Automatic verified (within 99%-101% tolerance).
110,HP E27q G5 QHD Monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08481023,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08481023,HP,monitor,303,42,16.4,-,-,1.1,-,15.2,61.6,2.4,-,-,0.034,127.26,20.87064,-,-,1.39986,-,19.34352,78.39216,3.05424,-,-,4.32684,Automatic verified (within 99%-101% tolerance).
111,HP P24 G5,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08405176,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08405176,HP,monitor,196,41,10,-,-,1.8,-,10.6,70,3.7,-,-,0.038,80.36,8.036,-,-,1.44648,-,8.51816,56.252,2.97332,-,-,3.05368,Automatic verified (within 99%-101% tolerance).
112,HP Engage Go 10 Mobile System,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07804769,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07804769,HP,notebook,179,77,1.1,-,41.3,2.8,2.9,34,15.6,0.6,-,-,0.017,137.83,1.51613,-,56.92379,3.85924,3.99707,46.8622,21.50148,0.82698,-,-,2.34311,Automatic verified (within 99%-101% tolerance).
113,HP P22 G4 21.5-inch monitor,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524843,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07524843,HP,monitor,185,47,7,-,-,2,-,33,55,1,-,-,0.03,86.95,6.0865,-,-,1.739,-,28.6935,47.8225,0.8695,-,-,2.6085,Automatic verified (within 99%-101% tolerance).
114,HP Elite x360 1040 14 inch G10 2-in-1 Notebook PC ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08569174,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08569174,HP,notebook,217,79,4.5,-,33.1,2.4,3.2,37.7,17.1,0.3,-,-,0.017,171.43,7.71435,-,56.74333,4.11432,5.48576,64.62911,29.31453,0.51429,-,-,2.91431,Automatic verified (within 99%-101% tolerance).
115,HP t430 Thin Client,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525199,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c07525199,HP,notebook,84,55,2.9,-,16.5,7,-,54.6,-,1.2,-,0.098,0.08,46.2,1.3398,-,7.623,3.234,-,25.2252,-,0.5544,-,4.5276,3.696,Automatic verified (within 99%-101% tolerance).
116,HP 15 Laptop PC,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08166228,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08166228,HP,notebook,228,77,3.5,-,32.4,2.2,2.6,39.1,18.3,0.2,-,-,0.016,175.56,6.1446,-,56.88144,3.86232,4.56456,68.64396,32.12748,0.35112,-,-,2.80896,Automatic verified (within 99%-101% tolerance).
117,HP 15 Laptop PC ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08168057,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08168057,HP,notebook,231,76,3.5,-,32.4,2.2,2.6,39.1,18.3,0.2,-,-,0.016,175.56,6.1446,-,56.88144,3.86232,4.56456,68.64396,32.12748,0.35112,-,-,2.80896,Automatic verified (within 99%-101% tolerance).
118,HP ZHAN 66 Pro 14 G5 Notebook PC,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08247583,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08247583,HP,notebook,167,76,6,-,22.8,3.1,3.6,39,22.7,0.5,-,-,0.024,126.92,7.6152,-,28.93776,3.93452,4.56912,49.4988,28.81084,0.6346,-,-,3.04608,Automatic verified (within 99%-101% tolerance).
119,HP V27i G5,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08398213,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08398213,HP,monitor,237,45,5.4,-,-,6.8,-,5.1,74.7,4.7,-,-,0.033,106.65,5.7591,-,-,7.2522,-,5.43915,79.66755,5.01255,-,-,3.51945,Automatic verified (within 99%-101% tolerance).
120,HP E27q G5 QHD Monitor No Stand,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08481008,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08481008,HP,monitor,290,40,5.6,-,-,1.2,-,16.8,70.6,2.6,-,-,0.033,116,6.496,-,-,1.392,-,19.488,81.896,3.016,-,-,3.828,Automatic verified (within 99%-101% tolerance).
121,HP Elite Dragonfly Chromebook Enterprise ENERGY STAR,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08479211,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08479211,HP,notebook,183,73,8.3,-,21.4,2.9,3.7,40.6,20.6,0.4,-,-,0.021,133.59,11.08797,-,28.58826,3.87411,4.94283,54.23754,27.51954,0.53436,-,-,2.80539,Automatic verified (within 99%-101% tolerance).
122,EliteBook 650 G9,https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08207988,https://web.archive.org/web/*/https://h20195.www2.hp.com/v2/GetDocument.aspx?docname=c08207988,HP,notebook,180,74,8,-,22,3,3,37,24,1,-,-,0.02,133.2,10.656,-,29.304,3.996,3.996,49.284,31.968,1.332,-,-,2.664,Automatic verified (within 99%-101% tolerance).
